Level,Part of Speech,Word
B2,Adjectives,epidemic
B2,Adjectives,equivalent
B2,Adjectives,erasable
B2,Adjectives,erotic
B2,Adjectives,erratic
B2,Adjectives,erroneous
B2,Adjectives,essential
B2,Adjectives,established
B2,Adjectives,esteemed
B2,Adjectives,eternal
B2,Adjectives,ethical
B2,Adjectives,ethnic
B2,Adjectives,evangelical
B2,Adjectives,evasive
B2,Adjectives,even
B2,Adjectives,eventual
B2,Adjectives,everlasting
B2,Adjectives,everyday
B2,Adjectives,evident
B2,Adjectives,evil
B2,Adjectives,evolutionary
B2,Adjectives,exact
B2,Adjectives,exaggerated
B2,Adjectives,executive
B2,Adjectives,exhausting
B2,Adjectives,exhaustive
B2,Adjectives,exotic
B2,Adjectives,expansive
B2,Adjectives,expectant
B2,Adjectives,experienced
B2,Adjectives,experimental
B2,Adjectives,expert
B2,Adjectives,explicit
B2,Adjectives,explosive
B2,Adjectives,exponential
B2,Adjectives,expressive
B2,Adjectives,extensive
B2,Adjectives,external
B2,Adjectives,extinct
B2,Adjectives,extravagant
B2,Adjectives,exuberant
B2,Adjectives,facial
B2,Adjectives,factual
B2,Adjectives,faint
B2,Adjectives,faithful
B2,Adjectives,fake
B2,Adjectives,familiar
B2,Adjectives,famous
B2,Adjectives,fanatical
B2,Adjectives,fascinating
B2,Adjectives,fashionable
B2,Adjectives,fatal
B2,Adjectives,fatherly
B2,Adjectives,faulty
B2,Adjectives,favorable
B2,Adjectives,fearful
B2,Adjectives,fearless
B2,Adjectives,feasible
B2,Adjectives,federal
B2,Adjectives,feeble
B2,Adjectives,feline
B2,Adjectives,fellow
B2,Adjectives,female
B2,Adjectives,feminine
B2,Adjectives,fertile
B2,Adjectives,fervent
B2,Adjectives,festive
B2,Adjectives,feudal
B2,Adjectives,fictional
B2,Adjectives,fierce
B2,Adjectives,fiery
B2,Adjectives,final
B2,Adjectives,financial
B2,Adjectives,first
B2,Adjectives,fiscal
B2,Adjectives,fit
B2,Adjectives,fixed
B2,Adjectives,flamboyant
B2,Adjectives,flat
B2,Adjectives,flattering
B2,Adjectives,flawless
B2,Adjectives,fleet
B2,Adjectives,flexible
B2,Adjectives,flimsy
B2,Adjectives,floral
B2,Adjectives,fluid
B2,Adjectives,focused
B2,Adjectives,fond
B2,Adjectives,forbidden
B2,Adjectives,forced
B2,Adjectives,forceful
B2,Adjectives,foreign
B2,Adjectives,forensic
B2,Adjectives,forgetful
B2,Adjectives,forgiving
B2,Adjectives,formal
B2,Adjectives,former
B2,Adjectives,formidable
B2,Adjectives,forthcoming
B2,Adjectives,fortunate
B2,Adjectives,fossilized
B2,Adjectives,foul
B2,Adjectives,foundational
B2,Adjectives,fragile
B2,Adjectives,fragmentary
B2,Adjectives,frail
B2,Adjectives,frank
B2,Adjectives,frantic
B2,Adjectives,fraternal
B2,Adjectives,fraudulent
B2,Adjectives,frequent
B2,Adjectives,frightened
B2,Adjectives,frightening
B2,Adjectives,frigid
B2,Adjectives,frivolous
B2,Adjectives,frontal
B2,Adjectives,frugal
B2,Adjectives,fruitful
B2,Adjectives,frustrating
B2,Adjectives,functional
B2,Adjectives,fundamental
B2,Adjectives,furnished
B2,Adjectives,further
B2,Adjectives,futile
B2,Adjectives,gallant
B2,Adjectives,gaseous
B2,Adjectives,gaudy
B2,Adjectives,generic
B2,Adjectives,generous
B2,Adjectives,genetic
B2,Adjectives,genial
B2,Adjectives,genius
B2,Adjectives,genuine
B2,Adjectives,geographical
B2,Adjectives,geometric
B2,Adjectives,ghostly
B2,Adjectives,giant
B2,Adjectives,giddy
B2,Adjectives,gifted
B2,Adjectives,glad
B2,Adjectives,glamorous
B2,Adjectives,glaring
B2,Adjectives,global
B2,Adjectives,glorious
B2,Adjectives,golden
B2,Adjectives,gothic
B2,Adjectives,grammatical
B2,Adjectives,grand
B2,Adjectives,graphic
B2,Adjectives,gratuitous
B2,Adjectives,grave
B2,Adjectives,greasy
B2,Adjectives,greedy
B2,Adjectives,grey
B2,Adjectives,grim
B2,Adjectives,grotesque
B2,Adjectives,groundless
B2,Adjectives,growing
B2,Adjectives,grumpy
B2,Adjectives,guaranteed
B2,Adjectives,guarded
B2,Adjectives,habitual
B2,Adjectives,handy
B2,Adjectives,harmful
B2,Adjectives,harmless
B2,Adjectives,harmonic
B2,Adjectives,harsh
B2,Adjectives,hateful
B2,Adjectives,head
B2,Adjectives,heartbreaking
B2,Adjectives,heartfelt
B2,Adjectives,hearty
B2,Adjectives,heated
B2,Adjectives,heavenly
B2,Adjectives,hectic
B2,Adjectives,heroic
B2,Adjectives,hidden
B2,Adjectives,high
B2,Adjectives,historic
B2,Adjectives,historical
B2,Adjectives,holy
B2,Adjectives,homeless
B2,Adjectives,homely
B2,Adjectives,honest
B2,Adjectives,honorable
B2,Adjectives,hopeless
B2,Adjectives,horrid
B2,Adjectives,horrific
B2,Adjectives,hospitable
B2,Adjectives,hostile
B2,Adjectives,humane
B2,Adjectives,humanitarian
B2,Adjectives,humble
B2,Adjectives,humorous
B2,Adjectives,hurried
B2,Adjectives,hurtful
B2,Adjectives,hybrid
B2,Adjectives,hygienic
B2,Adjectives,hypothetical
B2,Adjectives,hysterical
B2,Adjectives,ideal
B2,Adjectives,identical
B2,Adjectives,ideological
B2,Adjectives,ignorant
B2,Adjectives,illegal
B2,Adjectives,illiterate
B2,Adjectives,illogical
B2,Adjectives,illuminated
B2,Adjectives,illusory
B2,Adjectives,imaginary
B2,Adjectives,imaginative
B2,Adjectives,immediate
B2,Adjectives,immense
B2,Adjectives,imminent
B2,Adjectives,immoral
B2,Adjectives,immortal
B2,Adjectives,immune
B2,Adjectives,impartial
B2,Adjectives,impeccable
B2,Adjectives,imperial
B2,Adjectives,impersonal
B2,Adjectives,implicit
B2,Adjectives,impolite
B2,Adjectives,important
B2,Adjectives,imposing
B2,Adjectives,impossible
B2,Adjectives,improbable
B2,Adjectives,improper
B2,Adjectives,improved
B2,Adjectives,imprudent
B2,Adjectives,impulsive
B2,Adjectives,inaccurate
B2,Adjectives,inactive
B2,Adjectives,inadvertent
B2,Adjectives,inappropriate
B2,Adjectives,inarticulate
B2,Adjectives,inborn
B2,Adjectives,incapable
B2,Adjectives,incidental
B2,Adjectives,inclined
B2,Adjectives,incoherent
B2,Adjectives,incompetent
B2,Adjectives,incomplete
B2,Adjectives,incomprehensible
B2,Adjectives,inconceivable
B2,Adjectives,inconclusive
B2,Adjectives,incongruous
B2,Adjectives,inconvenient
B2,Adjectives,incorrect
B2,Adjectives,incredulous
B2,Adjectives,incremental
B2,Adjectives,independent
B2,Adjectives,indigenous
B2,Adjectives,indignant
B2,Adjectives,indirect
B2,Adjectives,indiscreet
B2,Adjectives,individual
B2,Adjectives,induced
B2,Adjectives,industrial
B2,Adjectives,inevitable
B2,Adjectives,inexcusable
B2,Adjectives,inexpensive
B2,Adjectives,inexperienced
B2,Adjectives,infallible
B2,Adjectives,infamous
B2,Adjectives,infantile
B2,Adjectives,infectious
B2,Adjectives,inferior
B2,Adjectives,infinite
B2,Adjectives,influential
B2,Adjectives,informal
B2,Adjectives,informative
B2,Adjectives,ingenious
B2,Adjectives,ingrained
B2,Adjectives,inherent
B2,Adjectives,inherited
B2,Adjectives,inhibited
B2,Adjectives,injured
B2,Adjectives,inner
B2,Adjectives,innocent
B2,Adjectives,innumerable
B2,Adjectives,insane
B2,Adjectives,insensitive
B2,Adjectives,insignificant
B2,Adjectives,insistent
B2,Adjectives,institutional
B2,Adjectives,instructive
B2,Adjectives,instrumental
B2,Adjectives,insufficient
B2,Adjectives,insulting
B2,Adjectives,intact
B2,Adjectives,intangible
B2,Adjectives,integral
B2,Adjectives,intellectual
B2,Adjectives,intelligent
B2,Adjectives,intensive
B2,Adjectives,intentional
B2,Adjectives,interactive
B2,Adjectives,intermediate
B2,Adjectives,internal
B2,Adjectives,international
B2,Adjectives,intolerant
B2,Adjectives,intoxicated
B2,Adjectives,intractable
B2,Adjectives,intricate
B2,Adjectives,intrinsic
B2,Adjectives,intuitive
B2,Adjectives,invalid
B2,Adjectives,invaluable
B2,Adjectives,invisible
B2,Adjectives,involuntary
B2,Adjectives,involved
B2,Adjectives,ironic
B2,Adjectives,irrational
B2,Adjectives,irregular
B2,Adjectives,irrelevant
B2,Adjectives,irreparable
B2,Adjectives,irresistible
B2,Adjectives,irresponsible
B2,Adjectives,isolated
B2,Adjectives,joint
B2,Adjectives,jolly
B2,Adjectives,jovial
B2,Adjectives,joyous
B2,Adjectives,jubilant
B2,Adjectives,judicial
B2,Adjectives,judicious
B2,Adjectives,juicy
B2,Adjectives,junior
B2,Adjectives,justifiable
B2,Adjectives,justified
B2,Adjectives,juvenile
B2,Adjectives,keen
B2,Adjectives,kind
B2,Adjectives,kindly
B2,Adjectives,kinetic
B2,Adjectives,knightly
B2,Adjectives,knotted
B2,Adjectives,knowing
B2,Adjectives,laborious
B2,Adjectives,lacking
B2,Adjectives,lame
B2,Adjectives,lasting
B2,Adjectives,latent
B2,Adjectives,lateral
B2,Adjectives,latter
B2,Adjectives,laudable
B2,Adjectives,lavish
B2,Adjectives,lawful
B2,Adjectives,lazy
B2,Adjectives,leading
B2,Adjectives,lean
B2,Adjectives,learned
B2,Adjectives,legal
B2,Adjectives,legendary
B2,Adjectives,legitimate
B2,Adjectives,leisure
B2,Adjectives,lengthy
B2,Adjectives,lenient
B2,Adjectives,lethal
B2,Adjectives,liable
B2,Adjectives,liberal
B2,Adjectives,likely
B2,Adjectives,linear
B2,Adjectives,linguistic
B2,Adjectives,literal
B2,Adjectives,literary
B2,Adjectives,live
B2,Adjectives,lively
B2,Adjectives,local
B2,Adjectives,lost
B2,Adjectives,lovable
B2,Adjectives,low
B2,Adjectives,loyal
B2,Adjectives,lucid
B2,Adjectives,lucky
B2,Adjectives,lucrative
B2,Adjectives,ludicrous
B2,Adjectives,lunar
B2,Adjectives,lush
B2,Adjectives,lustful
B2,Adjectives,luxury
B2,Adjectives,lyrical
B2,Adjectives,magic
B2,Adjectives,magnetic
B2,Adjectives,maiden
B2,Adjectives,main
B2,Adjectives,majestic
B2,Adjectives,male
B2,Adjectives,malicious
B2,Adjectives,malignant
B2,Adjectives,manageable
B2,Adjectives,mandatory
B2,Adjectives,manifest
B2,Adjectives,manifold
B2,Adjectives,manual
B2,Adjectives,manufacturing
B2,Adjectives,marginal
B2,Adjectives,marine
B2,Adjectives,marital
B2,Adjectives,marked
B2,Adjectives,married
B2,Adjectives,martial
B2,Adjectives,masculine
B2,Adjectives,mass
B2,Adjectives,massive
B2,Adjectives,master
B2,Adjectives,masterful
B2,Adjectives,material
B2,Adjectives,maternal
B2,Adjectives,mathematical
B2,Adjectives,mature
B2,Adjectives,maximal
B2,Adjectives,meager
B2,Adjectives,mean
B2,Adjectives,meaningful
B2,Adjectives,meaningless
B2,Adjectives,measured
B2,Adjectives,mechanical
B2,Adjectives,medicinal
B2,Adjectives,medieval
B2,Adjectives,meditative
B2,Adjectives,medium
B2,Adjectives,melancholic
B2,Adjectives,mellow
B2,Adjectives,menial
B2,Adjectives,mental
B2,Adjectives,mercantile
B2,Adjectives,merciful
B2,Adjectives,mere
B2,Adjectives,merry
B2,Adjectives,metabolic
B2,Adjectives,metaphysical
B2,Adjectives,metric
B2,Adjectives,mighty
B2,Adjectives,migrant
B2,Adjectives,mild
B2,Adjectives,military
B2,Adjectives,mindful
B2,Adjectives,minimal
B2,Adjectives,minor
B2,Adjectives,miraculous
B2,Adjectives,miserable
B2,Adjectives,misled
B2,Adjectives,missing
B2,Adjectives,mistaken
B2,Adjectives,misty
B2,Adjectives,mixed
B2,Adjectives,mobile
B2,Adjectives,modern
B2,Adjectives,modest
B2,Adjectives,molecular
B2,Adjectives,momentary
B2,Adjectives,momentous
B2,Adjectives,monetary
B2,Adjectives,monoclonal
B2,Adjectives,monotonous
B2,Adjectives,monstrous
B2,Adjectives,monthly
B2,Adjectives,monumental
B2,Adjectives,moody
B2,Adjectives,moral
B2,Adjectives,morbid
B2,Adjectives,mortal
B2,Adjectives,most
B2,Adjectives,motherly
B2,Adjectives,motionless
B2,Adjectives,motivated
B2,Adjectives,mounting
B2,Adjectives,mournful
B2,Adjectives,movable
B2,Adjectives,multiple
B2,Adjectives,mundane
B2,Adjectives,municipal
B2,Adjectives,muscular
B2,Adjectives,musical
B2,Adjectives,mute
B2,Adjectives,mutual
B2,Adjectives,mystical
B2,Adjectives,mythical
B2,Adjectives,naive
B2,Adjectives,naked
B2,Adjectives,named
B2,Adjectives,national
B2,Adjectives,nationwide
B2,Adjectives,native
B2,Adjectives,natural
B2,Adjectives,nautical
B2,Adjectives,naval
B2,Adjectives,nearby
B2,Adjectives,neat
B2,Adjectives,necessary
B2,Adjectives,needless
B2,Adjectives,needy
B2,Adjectives,negative
B2,Adjectives,neglected
B2,Adjectives,negligent
B2,Adjectives,negotiable
B2,Adjectives,neighboring
B2,Adjectives,neutral
B2,Adjectives,nimble
B2,Adjectives,noble
B2,Adjectives,nocturnal
B2,Adjectives,nominal
B2,Adjectives,non-profit
B2,Adjectives,nonexistent
B2,Adjectives,normal
B2,Adjectives,north
B2,Adjectives,northern
B2,Adjectives,notable
B2,Adjectives,noted
B2,Adjectives,notorious
B2,Adjectives,novel
B2,Adjectives,noxious
B2,Adjectives,nuclear
B2,Adjectives,numb
B2,Adjectives,numerical
B2,Adjectives,numerous
B2,Adjectives,nutritious
B2,Adjectives,obscure
B2,Adjectives,observant
B2,Adjectives,obsessive
B2,Adjectives,obsolete
B2,Adjectives,obstinate
B2,Adjectives,occasional
B2,Adjectives,occupational
B2,Adjectives,offensive
B2,Adjectives,official
B2,Adjectives,oily
B2,Adjectives,ominous
B2,Adjectives,omnipotent
B2,Adjectives,ongoing
B2,Adjectives,online
B2,Adjectives,only
B2,Adjectives,operational
B2,Adjectives,operative
B2,Adjectives,opinionated
B2,Adjectives,opportunistic
B2,Adjectives,opposed
B2,Adjectives,opposing
B2,Adjectives,oppressive
B2,Adjectives,optional
B2,Adjectives,oral
B2,Adjectives,orbital
B2,Adjectives,ordinary
B2,Adjectives,organic
B2,Adjectives,organizational
B2,Adjectives,oriented
B2,Adjectives,original
B2,Adjectives,ornamental
B2,Adjectives,orthodox
B2,Adjectives,other
B2,Adjectives,outer
B2,Adjectives,outgoing
B2,Adjectives,outrageous
B2,Adjectives,overactive
B2,Adjectives,overcast
B2,Adjectives,overcrowded
B2,Adjectives,overdue
B2,Adjectives,overlooked
B2,Adjectives,overnight
B2,Adjectives,overseas
B2,Adjectives,overstate
B2,Adjectives,overworked
B2,Adjectives,packed
B2,Adjectives,painful
B2,Adjectives,painless
B2,Adjectives,paralyzed
B2,Adjectives,paranoid
B2,Adjectives,paranormal
B2,Adjectives,parent
B2,Adjectives,parliamentary
B2,Adjectives,partial
B2,Adjectives,particular
B2,Adjectives,partisan
B2,Adjectives,passionate
B2,Adjectives,passive
B2,Adjectives,pastoral
B2,Adjectives,patent
B2,Adjectives,pathetic
B2,Adjectives,patriotic
B2,Adjectives,pedagogical
B2,Adjectives,pedestrian
B2,Adjectives,penal
B2,Adjectives,pending
B2,Adjectives,perceptible
B2,Adjectives,periodical
B2,Adjectives,peripheral
B2,Adjectives,permanent
B2,Adjectives,permissible
B2,Adjectives,perpetual
B2,Adjectives,personal
B2,Adjectives,persuasive
B2,Adjectives,perverse
B2,Adjectives,pessimistic
B2,Adjectives,petty
B2,Adjectives,philosophical
B2,Adjectives,phonetic
B2,Adjectives,physical
B2,Adjectives,physiological
B2,Adjectives,picturesque
B2,Adjectives,pious
B2,Adjectives,pitiful
B2,Adjectives,planetary
B2,Adjectives,planned
B2,Adjectives,pleasing
B2,Adjectives,plural
B2,Adjectives,poetic
B2,Adjectives,poignant
B2,Adjectives,pointed
B2,Adjectives,pointless
B2,Adjectives,poisoned
B2,Adjectives,poisonous
B2,Adjectives,polar
B2,Adjectives,political
B2,Adjectives,popular
B2,Adjectives,populous
B2,Adjectives,portable
B2,Adjectives,positive
B2,Adjectives,possessive
B2,Adjectives,possible
B2,Adjectives,postal
B2,Adjectives,potential
B2,Adjectives,powerful
B2,Adjectives,powerless
B2,Adjectives,practical
B2,Adjectives,pragmatic
B2,Adjectives,precarious
B2,Adjectives,precious
B2,Adjectives,precise
B2,Adjectives,predominant
B2,Adjectives,premature
B2,Adjectives,premier
B2,Adjectives,premium
B2,Adjectives,preparatory
B2,Adjectives,preposterous
B2,Adjectives,prerequisite
B2,Adjectives,presidential
B2,Adjectives,pressing
B2,Adjectives,prestigious
B2,Adjectives,presumptive
B2,Adjectives,pretentious
B2,Adjectives,prevailing
B2,Adjectives,prevalent
B2,Adjectives,previous
B2,Adjectives,primal
B2,Adjectives,primary
B2,Adjectives,prime
B2,Adjectives,primitive
B2,Adjectives,principal
B2,Adjectives,prior
B2,Adjectives,private
B2,Adjectives,privileged
B2,Adjectives,proactive
B2,Adjectives,probable
B2,Adjectives,problematic
B2,Adjectives,procedural
B2,Adjectives,productive
B2,Adjectives,professional
B2,Adjectives,profound
B2,Adjectives,progressive
B2,Adjectives,prohibited
B2,Adjectives,prominent
B2,Adjectives,promising
B2,Adjectives,prompt
B2,Adjectives,proper
B2,Adjectives,prophetic
B2,Adjectives,proportional
B2,Adjectives,proposed
B2,Adjectives,prospective
B2,Adjectives,prosperous
B2,Adjectives,protective
B2,Adjectives,provincial
B2,Adjectives,provisional
B2,Adjectives,provocative
B2,Adjectives,prudent
B2,Adjectives,psychiatric
B2,Adjectives,psychological
B2,Adjectives,punctual
B2,Adjectives,pure
B2,Adjectives,purposeful
B2,Adjectives,puzzled
B2,Adjectives,quaint
B2,Adjectives,qualified
B2,Adjectives,qualitative
B2,Adjectives,quantitative
B2,Adjectives,quarrelsome
B2,Adjectives,queenly
B2,Adjectives,queer
B2,Adjectives,questioning
B2,Adjectives,quick
B2,Adjectives,quintessential
B2,Adjectives,quirky
B2,Adjectives,radical
B2,Adjectives,radioactive
B2,Adjectives,rational
B2,Adjectives,raw
B2,Adjectives,real
B2,Adjectives,realistic
B2,Adjectives,rear
B2,Adjectives,reasonable
B2,Adjectives,recent
B2,Adjectives,reciprocal
B2,Adjectives,reckless
B2,Adjectives,redundant
B2,Adjectives,regional
B2,Adjectives,regular
B2,Adjectives,relative
B2,Adjectives,relentless
B2,Adjectives,relevant
B2,Adjectives,reliable
B2,Adjectives,religious
B2,Adjectives,reluctant
B2,Adjectives,remedial
B2,Adjectives,renowned
B2,Adjectives,repetitive
B2,Adjectives,representative
B2,Adjectives,repressive
B2,Adjectives,repulsive
B2,Adjectives,reputed
B2,Adjectives,required
B2,Adjectives,research
B2,Adjectives,residential
B2,Adjectives,residual
B2,Adjectives,resilient
B2,Adjectives,resolute
B2,Adjectives,respective
B2,Adjectives,respiratory
B2,Adjectives,responsible
B2,Adjectives,restorative
B2,Adjectives,restrictive
B2,Adjectives,retail
B2,Adjectives,retired
B2,Adjectives,retrospective
B2,Adjectives,reveal
B2,Adjectives,reverse
B2,Adjectives,revolutionary
B2,Adjectives,rhythmic
B2,Adjectives,rich
B2,Adjectives,rigorous
B2,Adjectives,ripe
B2,Adjectives,ritual
B2,Adjectives,rival
B2,Adjectives,robust
B2,Adjectives,rocky
B2,Adjectives,romantic
B2,Adjectives,royal
B2,Adjectives,rude
B2,Adjectives,rugged
B2,Adjectives,ruled
B2,Adjectives,rural
B2,Adjectives,rustic
B2,Adjectives,ruthless
B2,Adjectives,sacred
B2,Adjectives,saline
B2,Adjectives,same
B2,Adjectives,sane
B2,Adjectives,sarcastic
B2,Adjectives,savage
B2,Adjectives,scalar
B2,Adjectives,scant
B2,Adjectives,scenic
B2,Adjectives,scholastic
B2,Adjectives,scientific
B2,Adjectives,scrupulous
B2,Adjectives,seasonal
B2,Adjectives,secondary
B2,Adjectives,secular
B2,Adjectives,secure
B2,Adjectives,sedate
B2,Adjectives,sedentary
B2,Adjectives,seductive
B2,Adjectives,seemingly
B2,Adjectives,select
B2,Adjectives,selective
B2,Adjectives,self-centered
B2,Adjectives,self-confident
B2,Adjectives,self-conscious
B2,Adjectives,selfish
B2,Adjectives,semantic
B2,Adjectives,semi-final
B2,Adjectives,senior
B2,Adjectives,sensational
B2,Adjectives,senseless
B2,Adjectives,sensible
B2,Adjectives,sensual
B2,Adjectives,sentimental
B2,Adjectives,sequential
B2,Adjectives,serial
B2,Adjectives,sexual
B2,Adjectives,shady
B2,Adjectives,shameful
B2,Adjectives,shameless
B2,Adjectives,shared
B2,Adjectives,shattered
B2,Adjectives,sheer
B2,Adjectives,short-term
B2,Adjectives,shrewd
B2,Adjectives,shrill
B2,Adjectives,significant
B2,Adjectives,silent
B2,Adjectives,simple
B2,Adjectives,sincere
B2,Adjectives,single
B2,Adjectives,singular
B2,Adjectives,sinister
B2,Adjectives,situated
B2,Adjectives,skeptical
B2,Adjectives,skeptical
B2,Adjectives,sketchy
B2,Adjectives,skilled
B2,Adjectives,skillful
B2,Adjectives,sleek
B2,Adjectives,sleepy
B2,Adjectives,slender
B2,Adjectives,slight
B2,Adjectives,sloppy
B2,Adjectives,sluggish
B2,Adjectives,smart
B2,Adjectives,smug
B2,Adjectives,snappy
B2,Adjectives,sober
B2,Adjectives,sociable
B2,Adjectives,socialist
B2,Adjectives,societal
B2,Adjectives,solar
B2,Adjectives,sole
B2,Adjectives,solemn
B2,Adjectives,solid
B2,Adjectives,solitary
B2,Adjectives,solo
B2,Adjectives,soluble
B2,Adjectives,sophisticated
B2,Adjectives,sorrowful
B2,Adjectives,sound
B2,Adjectives,south
B2,Adjectives,southern
B2,Adjectives,spare
B2,Adjectives,spatial
B2,Adjectives,special
B2,Adjectives,specialized
B2,Adjectives,specific
B2,Adjectives,spectral
B2,Adjectives,speculative
B2,Adjectives,speechless
B2,Adjectives,spellbound
B2,Adjectives,spherical
B2,Adjectives,spiritual
B2,Adjectives,spontaneous
B2,Adjectives,sporadic
B2,Adjectives,sporting
B2,Adjectives,spot
B2,Adjectives,sprawling
B2,Adjectives,stable
B2,Adjectives,staggering
B2,Adjectives,stagnant
B2,Adjectives,stained
B2,Adjectives,stalwart
B2,Adjectives,standard
B2,Adjectives,standby
B2,Adjectives,standing
B2,Adjectives,stark
B2,Adjectives,starving
B2,Adjectives,static
B2,Adjectives,stationary
B2,Adjectives,statistical
B2,Adjectives,statutory
B2,Adjectives,staunch
B2,Adjectives,steep
B2,Adjectives,sterile
B2,Adjectives,stern
B2,Adjectives,stiff
B2,Adjectives,stingy
B2,Adjectives,stirring
B2,Adjectives,stock
B2,Adjectives,stony
B2,Adjectives,stormy
B2,Adjectives,stout
B2,Adjectives,straightforward
B2,Adjectives,stranded
B2,Adjectives,strategic
B2,Adjectives,stray
B2,Adjectives,strenuous
B2,Adjectives,stressed
B2,Adjectives,stressful
B2,Adjectives,strict
B2,Adjectives,stringent
B2,Adjectives,structural
B2,Adjectives,stubborn
B2,Adjectives,stuck
B2,Adjectives,studious
B2,Adjectives,sturdy
B2,Adjectives,stylish
B2,Adjectives,subjective
B2,Adjectives,sublime
B2,Adjectives,submissive
B2,Adjectives,subordinate
B2,Adjectives,substantial
B2,Adjectives,subtle
B2,Adjectives,suburban
B2,Adjectives,successive
B2,Adjectives,sufficient
B2,Adjectives,sugar
B2,Adjectives,suitable
B2,Adjectives,sultry
B2,Adjectives,summary
B2,Adjectives,sunlit
B2,Adjectives,superior
B2,Adjectives,supernatural
B2,Adjectives,supersonic
B2,Adjectives,superstitious
B2,Adjectives,supportive
B2,Adjectives,supreme
B2,Adjectives,surgical
B2,Adjectives,surplus
B2,Adjectives,surrender
B2,Adjectives,surrounding
B2,Adjectives,suspicious
B2,Adjectives,sustainable
B2,Adjectives,symbolic
B2,Adjectives,symmetrical
B2,Adjectives,symptomatic
B2,Adjectives,synonymous
B2,Adjectives,synthetic
B2,Adjectives,tactical
B2,Adjectives,talented
B2,Adjectives,talkative
B2,Adjectives,tame
B2,Adjectives,tangible
B2,Adjectives,tangled
B2,Adjectives,tasty
B2,Adjectives,technical
B2,Adjectives,technological
B2,Adjectives,tedious
B2,Adjectives,teenage
B2,Adjectives,temporary
B2,Adjectives,tense
B2,Adjectives,tenuous
B2,Adjectives,terminal
B2,Adjectives,territorial
B2,Adjectives,theoretical
B2,Adjectives,thermal
B2,Adjectives,thin
B2,Adjectives,thoughtful
B2,Adjectives,thrift
B2,Adjectives,thrilling
B2,Adjectives,thriving
B2,Adjectives,timber
B2,Adjectives,timely
B2,Adjectives,timid
B2,Adjectives,tiresome
B2,Adjectives,titular
B2,Adjectives,tolerant
B2,Adjectives,top
B2,Adjectives,total
B2,Adjectives,tragic
B2,Adjectives,trained
B2,Adjectives,transactional
B2,Adjectives,transcendent
B2,Adjectives,transitional
B2,Adjectives,treacherous
B2,Adjectives,tremendous
B2,Adjectives,trendy
B2,Adjectives,trial
B2,Adjectives,tribal
B2,Adjectives,trifling
B2,Adjectives,trim
B2,Adjectives,trite
B2,Adjectives,trivial
B2,Adjectives,troublesome
B2,Adjectives,trustworthy
B2,Adjectives,truthful
B2,Adjectives,tubular
B2,Adjectives,turbulent
B2,Adjectives,twin
B2,Adjectives,typical
B2,Adjectives,ubiquitous
B2,Adjectives,ugly
B2,Adjectives,ultimate
B2,Adjectives,unacceptable
B2,Adjectives,unaccountable
B2,Adjectives,unaccustomed
B2,Adjectives,unambiguous
B2,Adjectives,unanimous
B2,Adjectives,unaware
B2,Adjectives,unbearable
B2,Adjectives,uncomfortable
B2,Adjectives,unconscious
B2,Adjectives,unconventional
B2,Adjectives,undeniable
B2,Adjectives,understandable
B2,Adjectives,undesirable
B2,Adjectives,undisturbed
B2,Adjectives,undo
B2,Adjectives,uneasy
B2,Adjectives,unemployed
B2,Adjectives,unfortunate
B2,Adjectives,unhappy
B2,Adjectives,unhealthy
B2,Adjectives,unilateral
B2,Adjectives,universal
B2,Adjectives,unjust
B2,Adjectives,unknown
B2,Adjectives,unlawful
B2,Adjectives,unlikely
B2,Adjectives,unlucky
B2,Adjectives,unmarried
B2,Adjectives,unnecessary
B2,Adjectives,unpleasant
B2,Adjectives,unpopular
B2,Adjectives,unprecedented
B2,Adjectives,unpredicted
B2,Adjectives,unprejudiced
B2,Adjectives,unprepared
B2,Adjectives,unprofessional
B2,Adjectives,unprofitable
B2,Adjectives,unrealistic
B2,Adjectives,unreasonable
B2,Adjectives,unreliable
B2,Adjectives,unresolved
B2,Adjectives,unrestrained
B2,Adjectives,unsatisfied
B2,Adjectives,unseen
B2,Adjectives,unselfish
B2,Adjectives,unsettled
B2,Adjectives,unstable
B2,Adjectives,unsuccessful
B2,Adjectives,untidy
B2,Adjectives,unwanted
B2,Adjectives,unwelcome
B2,Adjectives,unwilling
B2,Adjectives,unwise
B2,Adjectives,unworthy
B2,Adjectives,upbeat
B2,Adjectives,upper
B2,Adjectives,upright
B2,Adjectives,upset
B2,Adjectives,urban
B2,Adjectives,usable
B2,Adjectives,used
B2,Adjectives,useless
B2,Adjectives,usual
B2,Adjectives,vacant
B2,Adjectives,valid
B2,Adjectives,vanished
B2,Adjectives,variable
B2,Adjectives,varied
B2,Adjectives,various
B2,Adjectives,vast
B2,Adjectives,vegetal
B2,Adjectives,vehement
B2,Adjectives,verbal
B2,Adjectives,versatile
B2,Adjectives,vested
B2,Adjectives,vibrant
B2,Adjectives,vicious
B2,Adjectives,vigilant
B2,Adjectives,vigorous
B2,Adjectives,vile
B2,Adjectives,vintage
B2,Adjectives,violent
B2,Adjectives,virtual
B2,Adjectives,virtuous
B2,Adjectives,visible
B2,Adjectives,vital
B2,Adjectives,vocal
B2,Adjectives,vocational
B2,Adjectives,void
B2,Adjectives,volatile
B2,Adjectives,voluntary
B2,Adjectives,vulnerable
B2,Adjectives,wacky
B2,Adjectives,waking
B2,Adjectives,wandering
